RegionID,SizeRank,City,State,1/31/2023,2/28/2023,3/31/2023,4/30/2023,5/31/2023,6/30/2023,7/31/2023,8/31/2023,9/30/2023,10/31/2023,11/30/2023,12/31/2023,1/31/2024,2/29/2024,3/31/2024,4/30/2024,5/31/2024,6/30/2024,7/31/2024,8/31/2024,9/30/2024,10/31/2024
395056,17,San,CA,876847.0526,871793.7398,870350.8462,874274.2906,881919.2566,892200.8242,904417.5265,916994.5345,929176.2739,939161.7622,945966.2197,949543.5874,951936.614,957039.9371,966402.1054,978165.7544,988216.3333,993451.4962,994946.1043,994352.3649,993706.2411,992991.7033
395148,18,Tampa,FL,381885.2413,379804.6496,378882.6503,378825.9018,379580.9925,381200.1152,383067.7806,384938.8879,386188.2022,387376.5845,388285.6085,389232.5578,389979.182,391033.9636,392171.8303,393038.9999,393179.8325,392357.1635,391319.7188,390299.1172,389308.6584,388069.6678
394530,19,Denver,CO,591070.1753,587481.5154,584542.8771,583078.0035,583276.6455,585189.8785,587782.2932,590440.9654,592764.8818,594586.1948,595323.0789,595463.2423,594922.3156,594790.9161,595298.3976,596622.7531,597494.851,597267.0578,596858.3972,596855.295,597670.947,598492.9644
394358,20,Baltimore,MD,368415.7942,369655.1866,371230.1369,373084.3498,375339.8164,377771.5254,379623.3573,380947.9614,381618.3929,382095.9938,382220.3475,382346.3822,382591.3585,383839.0501,386360.1703,389190.828,391165.6785,391467.998,391029.6498,390655.385,391208.6035,392425.6287
395121,21,St.,MO,234651.0548,234723.8488,235389.9183,237084.4352,239338.0464,241749.8703,243663.96,245221.1292,246211.1823,246865.2865,247207.7104,247465.9368,247765.5669,248570.3171,249861.2791,251356.7978,252451.3018,253156.5823,253709.1885,254331.9886,254969.3482,255679.5947
394943,22,Orlando,FL,397170.6223,395989.9852,395708.2296,396177.1667,397333.639,398919.9103,400714.4224,402444.6682,403791.1126,404970.9653,406004.6808,407002.0597,407919.5504,409092.5983,410432.3392,411624.7909,412052.8031,411604.8217,411084.1179,410635.2213,410408.396,409877.2072
394458,23,Charlotte,NC,365070.1053,363075.6538,362113.5473,362271.3216,363136.8989,364788.0001,366790.1152,369135.016,371174.9946,372936.6735,374353.8155,375226.2347,375868.6901,376813.0391,378756.0098,380848.1613,382453.757,382799.4336,382630.9451,382207.423,382085.4961,382159.2389
395055,24,San,TX,295089.1985,293878.4179,292610.0325,291548.8329,291258.2753,291555.9604,291696.8468,291643.8341,290943.9891,289883.2246,288549.8873,287049.8433,285881.1424,285177.1596,285200.5453,285474.7748,285456.048,285053.9689,284218.9466,283503.3534,282888.9688,282325.394
394998,25,Portland,OR,544295.8646,540967.4918,539157.3919,539432.9634,541225.3451,543769.9242,546268.2467,548209.7011,549360.9578,549940.8571,549852.1118,549650.5192,549589.6257,550012.4632,551193.365,552387.2412,553133.7995,552820.6029,552567.6598,552647.6345,553573.2136,554912.904
395045,26,Sacramento,CA,568597.5169,562348.6284,558723.76,558091.8971,558929.0367,561183.7636,564502.5175,568251.348,570811.7336,572293.9574,572936.2206,573288.8429,573383.8691,574186.48,576611.5814,579848.8875,582608.537,583463.2046,583740.5018,583448.5135,583662.1397,583831.4058
394982,27,Pittsburgh,PA,202179.9728,201236.9999,201048.7954,201589.8284,202999.1386,204656.5608,206279.6966,207745.0567,208857.6925,209545.4894,209809.8447,209917.8332,210055.1885,210446.3516,211301.2803,212621.0716,214254.485,215705.1112,216160.5499,215815.8695,215112.481,214886.9164
394466,28,Cincinnati,OH,268130.7184,268232.9403,269107.8973,270991.0331,273605.0488,276248.7462,278566.4252,280225.4623,281216.5748,281646.3739,281894.1693,282171.362,282783.5609,283828.2346,285745.6451,287903.3848,289770.3607,290847.1866,291665.9328,292287.6315,292751.1428,293186.3137
394355,29,Austin,TX,496409.7991,489218.5263,483473.3095,479352.7491,477218.3134,476403.5925,475616.9719,474257.9147,472026.1111,469394.1663,466475.3071,463597.317,461209.6705,459525.3425,458984.6139,459058.705,458523.1858,456858.5898,454723.3489,452904.2115,451989.9312,451259.3771
394775,30,Las,NV,427214.2661,422032.1234,418180.5749,415922.6687,414917.4568,415326.8916,416732.7433,419199.2321,421592.0388,423858.6012,425989.31,428131.1528,429971.8438,431933.261,434182.4934,437100.2242,439965.0547,442332.1559,444329.2211,446101.8417,447813.1721,449315.5839
394735,31,Kansas,MO,281704.2485,282077.9952,283002.1838,284848.1224,287085.2057,289401.3791,291324.0044,292907.178,294058.5548,295030.8116,295551.2892,295843.916,296109.4436,296954.2736,298420.5492,299902.3141,300813.4559,301116.5126,301336.5233,301832.624,302622.1563,303591.4697
394492,32,Columbus,OH,302829.9253,302734.4275,303419.699,305203.1321,307487.5614,310015.6662,312385.8922,314482.3593,316131.1576,317318.0964,318066.4274,318689.3205,319481.006,320712.2594,322758.6782,324858.4873,326507.8619,327173.8674,327656.6872,328173.7148,328811.0961,329505.8487
394705,34,Indianapolis,IN,269075.6875,269098.1706,269269.0535,270044.8723,270932.0246,272089.2511,273031.9534,273872.5386,274417.4752,274737.6405,274758.2758,274657.244,275029.7192,275924.763,277562.6854,279211.3164,280476.9459,280999.3293,281103.3819,281231.7865,281512.0827,281931.4262
394475,35,Cleveland,OH,211262.6059,211100.1484,211449.8933,212783.9918,214476.7005,216392.0087,218211.1102,219958.1818,221359.84,222480.6492,223224.1593,223962.6883,224565.1187,225526.5406,227056.9776,229116.9683,231053.7874,232600.989,233810.237,234731.5282,235428.2926,236101.5142
395059,36,San,CA,1503567.704,1484056.409,1461260.245,1449336.525,1449590.688,1460030.938,1481270.636,1508608.698,1538184.841,1564205.087,1584894.138,1598514.625,1598620.488,1593863.268,1594818.81,1608689.253,1628805.121,1645860.755,1662260.637,1676799.479,1690593.447,1702742.678
394902,37,Nashville,TN,435946.0535,433834.1245,432698.7259,432920.9679,433645.637,434959.8352,435695.9507,436391.6821,436722.0109,437166.5265,437443.7344,437457.7337,437584.1435,438541.2119,440536.6718,442570.9705,443927.3752,444146.8373,444018.0268,443732.3738,443665.6993,443843.3591
395194,38,Virginia,VA,322755.3286,323673.2904,324945.2695,327051.4849,329675.3883,332467.0458,335003.9242,337186.5,338906.8503,340010.2483,340609.7068,341118.3115,341732.1048,343019.3352,345252.965,348015.1719,350163.7019,351356.5025,352007.9133,352956.0585,354090.6257,355303.9475
395005,39,Providence,RI,436135.0115,435953.0162,437112.3899,440321.6458,444690.1217,449169.6017,453403.931,457293.7227,460696.9572,463719.343,466093.7415,468300.3348,469599.394,471110.9025,473909.3253,478155.6553,482522.0625,485811.0079,488635.3454,491576.3282,494514.7634,497177.3873
394714,40,Jacksonville,FL,365685.0483,363273.4331,361680.7887,360950.8226,360632.9676,360763.0445,360938.1593,361419.2578,361728.78,362076.6441,362299.0467,362691.0917,363265.7309,364132.7905,365150.1092,366056.6107,366337.6761,365830.7878,364960.2614,364167.8684,363472.6379,362914.0592
394862,41,Milwaukee,WI,313457.4184,315926.5509,319418.8775,323303.3813,327233.1991,330436.8551,332568.6413,334642.5038,336233.1922,337487.1051,338202.0525,338601.0207,339017.2635,340388.3611,343365.5445,347184.9386,350192.9347,352071.1329,352888.4442,353624.8881,354266.9689,355251.5342
394935,42,Oklahoma,OK,223482.9003,223585.2762,223946.56,224957.7388,226312.2715,227618.5305,228519.9519,229068.0113,229352.8154,229683.584,230119.294,230632.8257,231094.3808,231479.5511,232026.5494,232673.6676,233119.8768,233271.6062,233208.6885,233370.6425,233643.3285,234126.8622
395012,43,Raleigh,NC,431405.6457,428705.1205,427254.2467,427404.8702,428788.9226,431052.7868,433126.223,434840.876,435807.6927,436459.5143,436804.5524,436828.0508,436948.394,437783.8759,439879.4285,442020.3134,443551.1365,443781.7004,443547.107,443169.6658,443026.9108,442911.3196
394849,44,Memphis,TN,235702.6097,234487.9035,234034.625,234245.7727,234846.2494,235380.1901,235748.3252,236111.224,236133.5765,235892.1557,235323.5967,234997.9973,235021.5149,235646.0271,236759.2982,238125.4792,239072.0605,239329.0522,238996.9204,238265.5321,237512.0404,237050.9876
395022,45,Richmond,VA,338578.8967,338947.742,339795.2063,341404.5761,344171.0602,347127.963,349687.5648,351214.3177,352271.6716,352895.3813,353522.4604,354267.9685,355033.5311,356294.7612,358443.0824,361176.6134,363617.6747,364953.5356,365708.6667,366549.2746,367464.8371,368515.583
394807,46,Louisville,KY,244858.5531,245028.395,245653.6362,247065.57,248852.4229,250639.2625,251917.3701,252905.9477,253522.802,254091.0171,254491.868,254969.8534,255359.2065,255853.1561,256782.3456,258038.1755,259257.9327,260032.9038,260659.4339,261308.3212,261867.6165,262590.5635
394910,47,New,LA,268467.2542,266755.8064,266683.1188,266707.3939,265620.7101,263479.7971,260874.3757,258373.1856,255473.1728,252640.3355,250108.3934,248251.1284,246612.7111,246197.8644,246282.7361,246997.9895,247216.7003,246637.6355,245726.508,244564.8713,243636.3354,242912.6664
395053,48,Salt,UT,546163.2092,543384.2681,541375.3393,539784.194,539029.2526,539930.4483,541894.7304,544270.9953,545969.8615,547475.899,548528.3413,549086.4027,548964.7342,549260.5144,550689.012,552691.886,554285.6858,554808.9448,554631.561,554443.7801,555323.6737,557412.7563
394669,49,Hartford,CT,324273.4646,325379.0524,327429.1856,330723.1565,334299.2168,338266.0309,342776.4532,347613.8657,351940.1029,355181.1436,357449.2679,359454.413,361189.5247,363616.68,366897.4732,370634.9885,373917.7462,376075.7677,377722.3351,379068.6717,380687.7168,382029.2153
394425,50,Buffalo,NY,234527.4671,233969.2299,234239.2918,235642.4508,238018.9386,240648.8566,242990.8163,245015.8436,246313.5391,247399.9171,248132.9096,248850.0996,249442.6214,250206.2084,251614.4016,253733.9963,256257.1571,258315.0411,259647.2441,260563.5389,261473.291,262272.624
394388,51,Birmingham,AL,248037.9417,247106.0694,247074.5826,248093.7817,249701.1197,251132.6908,251812.8323,251991.8057,251781.2919,251346.0689,250801.6797,250257.1031,249927.2368,249758.6358,250145.7235,250690.4254,251246.4142,251162.3611,250874.5677,250399.4457,250203.6036,250317.0417
395031,52,Rochester,NY,216425.2116,216719.6686,217623.0505,219688.1017,222541.5309,225897.683,229352.6023,232671.059,235006.2346,236348.2845,236905.0896,236937.2568,236873.7876,237213.6509,238702.0444,241240.0902,244284.5358,247037.2651,249177.4178,250918.1595,252416.5114,253765.4331
394640,53,Grand,MI,296792.4604,297265.7586,298660.3578,300728.82,303262.7903,305185.8533,306455.2356,307556.264,308625.7612,309607.1677,310296.664,310914.7528,311771.9339,313268.6162,315745.7627,318456.4293,320429.6902,321494.9899,322067.4081,322703.8958,323480.6587,324564.1335
395167,54,Tucson,AZ,344636.7583,341769.2823,339985.5414,339783.4432,340754.1757,342479.6243,344413.4026,346406.9675,348218.7533,349861.2059,351093.8927,351898.761,351796.6751,351746.8361,352246.5126,353737.2452,355124.4007,355890.3135,356222.8887,356321.7049,356284.7888,355676.0286
753924,55,Urban,HI,1042852.845,1032724.813,1023731.557,1023851.082,1028648.789,1033934.176,1036963.091,1039754.12,1042116.938,1037656.757,1032903.585,1028906.283,1028741.323,1028014.301,1031161.703,1039154.042,1046092.06,1047279.738,1045013.581,1043513.191,1045277.175,1047582.778
395169,56,Tulsa,OK,224044.9385,223515.8618,223574.138,224294.7689,225471.9221,226724.0442,227688.3864,228255.184,228489.3553,229175.3538,230083.5605,231190.6071,231879.2673,232685.4375,233635.2369,234792.8401,235521.1802,235889.4869,236186.7876,236847.9057,237424.1378,238087.6699
394619,57,Fresno,CA,380453.6704,377438.0277,376064.0855,376417.5825,377966.9536,379802.2534,382196.261,384765.4492,386870.7078,388123.7517,388785.7932,389505.8452,390879.1591,392695.4251,394977.1701,397207.0508,399111.1965,400409.0879,400903.6603,401169.3161,401336.3851,401795.8338
395238,58,Worcester,MA,405261.3457,406011.1137,407780.5267,411071.69,415128.0526,419662.3319,424196.91,429115.0884,433459.8161,437168.0241,439704.5821,441755.0075,442965.29,444515.5211,447199.551,451020.2166,454498.8079,456915.1651,458856.351,460959.8868,462987.5794,464781.046
394938,59,Omaha,NE,267110.2976,267993.576,269278.2241,271233.6538,273456.9336,275724.5538,277617.4616,279140.2681,279902.7757,280144.4487,280206.8454,280353.6242,280941.3945,281887.1026,283348.8699,284731.1349,285792.6214,286112.5315,286382.1252,286550.5686,286933.4705,287406.7549
